run_id,model_name,dataset_name,subset_scope,seed,block,pair_id,classifier,learning_rate,shared_config_summary,paired_status,paired_failure_reason,teacher_config_name,teacher_row_id,teacher_signal_builder,teacher_status,teacher_failure_reason,teacher_feature_shape,teacher_feature_seconds,teacher_train_eval_seconds,teacher_total_seconds,teacher_train_samples,teacher_val_samples,teacher_test_samples,teacher_train_pos,teacher_val_pos,teacher_test_pos,teacher_learning_rate,teacher_max_epochs,teacher_patience,teacher_best_epoch,teacher_best_validation_pr_auc,teacher_epochs_ran,teacher_early_stopped,teacher_converged,teacher_max_epoch_reached,teacher_pr_auc,teacher_average_precision,teacher_roc_auc,teacher_test_f1,teacher_test_precision,teacher_test_recall,teacher_balanced_accuracy,teacher_tpr_at_1pct_fpr,teacher_fpr_at_95pct_tpr,ours_config_name,ours_row_id,ours_signal_builder,ours_status,ours_failure_reason,ours_feature_shape,ours_feature_seconds,ours_train_eval_seconds,ours_total_seconds,ours_train_samples,ours_val_samples,ours_test_samples,ours_train_pos,ours_val_pos,ours_test_pos,ours_learning_rate,ours_max_epochs,ours_patience,ours_best_epoch,ours_best_validation_pr_auc,ours_epochs_ran,ours_early_stopped,ours_converged,ours_max_epoch_reached,ours_pr_auc,ours_average_precision,ours_roc_auc,ours_test_f1,ours_test_precision,ours_test_recall,ours_balanced_accuracy,ours_tpr_at_1pct_fpr,ours_fpr_at_95pct_tpr,delta_pr_auc,winner_pr_auc,delta_average_precision,winner_average_precision,delta_roc_auc,winner_roc_auc,delta_test_f1,winner_test_f1,delta_test_precision,winner_test_precision,delta_test_recall,winner_test_recall,delta_balanced_accuracy,winner_balanced_accuracy,delta_tpr_at_1pct_fpr,winner_tpr_at_1pct_fpr,delta_fpr_at_95pct_tpr,winner_fpr_at_95pct_tpr,teacher_f1,ours_f1,delta_f1,speedup_or_slowdown
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_cwt_mexh_scales_1_16,logreg,,"transform=cwt; wavelet=mexh; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=not_applicable; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_cwt_mexh_scales_1_16::Teacher::logreg,A_cwt_mexh_scales_1_16::Teacher,teacher_hidden_dim_signal,success,,7986x102,2477.629906682996,2.1784106579143554,2479.8083173409104,4795,1579,1612,192,48,38,,,,,0.40427234367484743,,,,,0.22611928537853082,0.24186442643238065,0.9474687353708287,0.33962264150943394,0.2647058823529412,0.47368421052631576,0.7209590048819635,0.15789473684210525,0.18424396442185514,A_cwt_mexh_scales_1_16::Ours::logreg,A_cwt_mexh_scales_1_16::Ours,ours_semantic_trace_signal,success,,7986x102,64.9191707179416,2.1624502730555832,67.08162099099718,4795,1579,1612,192,48,38,,,,,0.36936954198412164,,,,,0.289580168940283,0.30849681286659103,0.9531699324550258,0.3963963963963964,0.3013698630136986,0.5789473684210527,0.773272921821708,0.3157894736842105,0.10419313850063533,0.06346088356175217,Ours,0.06663238643421038,Ours,0.0057011970841971404,Ours,0.05677375488696246,Ours,0.036663980660757434,Ours,0.10526315789473689,Ours,0.05231391693974452,Ours,0.15789473684210525,Ours,-0.08005082592121981,Ours,0.33962264150943394,0.3963963963963964,0.05677375488696246,36.967030323756155
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_cwt_morl_scales_1_16,logreg,,"transform=cwt; wavelet=morl; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=not_applicable; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_cwt_morl_scales_1_16::Teacher::logreg,A_cwt_morl_scales_1_16::Teacher,teacher_hidden_dim_signal,success,,7986x102,2469.4637676267885,1.6732366299256682,2471.137004256714,4795,1579,1612,192,48,38,,,,,0.5334413828131476,,,,,0.28188976971523166,0.29978742464468955,0.9621313448806259,0.3384615384615385,0.4074074074074074,0.2894736842105263,0.6396542499832809,0.2894736842105263,0.10101651842439645,A_cwt_morl_scales_1_16::Ours::logreg,A_cwt_morl_scales_1_16::Ours,ours_semantic_trace_signal,success,,7986x102,70.75464821606874,1.9582736678421497,72.7129218839109,4795,1579,1612,192,48,38,,,,,0.4409568509180867,,,,,0.36729456520778553,0.37858734529825666,0.9615294589714438,0.42592592592592593,0.32857142857142857,0.6052631578947368,0.7877014645890457,0.3157894736842105,0.08513341804320203,0.08540479549255386,Ours,0.07879992065356711,Ours,-0.0006018859091820872,Teacher,0.08746438746438745,Ours,-0.07883597883597881,Teacher,0.3157894736842105,Ours,0.14804721460576475,Ours,0.02631578947368418,Ours,-0.01588310038119442,Ours,0.3384615384615385,0.42592592592592593,0.08746438746438745,33.98483983633588
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_bior2.2_l2,logreg,,"transform=dwt; wavelet=bior2.2; level=2; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_dwt_bior2.2_l2::Teacher::logreg,A_dwt_bior2.2_l2::Teacher,teacher_hidden_dim_signal,success,,7986x60,99.27054133592173,0.11102153593674302,99.38156287185848,4795,1579,1612,192,48,38,,,,,0.27199080846566087,,,,,0.2873950618914342,0.29756863524688093,0.9468501304086137,0.3132530120481928,0.203125,0.6842105263157895,0.8097037383802581,0.13157894736842105,0.20902160101651843,A_dwt_bior2.2_l2::Ours::logreg,A_dwt_bior2.2_l2::Ours,ours_semantic_trace_signal,success,,7986x60,55.446167442947626,0.10747158294543624,55.55363902589306,4795,1579,1612,192,48,38,,,,,0.3493954931256501,,,,,0.3284441386837717,0.35289236247507993,0.9673978465859694,0.3972602739726027,0.26851851851851855,0.7631578947368421,0.8564836487661339,0.2631578947368421,0.08958068614993647,0.04104907679233749,Ours,0.055323727228199004,Ours,0.020547716177355735,Ours,0.08400726192440994,Ours,0.06539351851851855,Ours,0.07894736842105265,Ours,0.04677991038587581,Ours,0.13157894736842105,Ours,-0.11944091486658195,Ours,0.3132530120481928,0.3972602739726027,0.08400726192440994,1.7889298453614821
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_bior4.4_l2,logreg,,"transform=dwt; wavelet=bior4.4; level=2; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_dwt_bior4.4_l2::Teacher::logreg,A_dwt_bior4.4_l2::Teacher,teacher_hidden_dim_signal,success,,7986x60,115.53289312799461,0.11691294610500336,115.64980607409962,4795,1579,1612,192,48,38,,,,,0.3770680538676351,,,,,0.2858731937392934,0.29810013540280034,0.9433892864308165,0.27586206896551724,0.24489795918367346,0.3157894736842105,0.6461412425600214,0.21052631578947367,0.1797966963151207,A_dwt_bior4.4_l2::Ours::logreg,A_dwt_bior4.4_l2::Ours,ours_semantic_trace_signal,success,,7986x60,53.91636607190594,0.13023140095174313,54.046597472857684,4795,1579,1612,192,48,38,,,,,0.3744571094794427,,,,,0.2912242671723846,0.30518923160999767,0.9546412091219154,0.42,0.3387096774193548,0.5526315789473685,0.7632916471611049,0.21052631578947367,0.12960609911054638,0.0053510734330912135,Ours,0.007089096207197332,Ours,0.01125192269109887,Ours,0.14413793103448275,Ours,0.09381171823568135,Ours,0.23684210526315796,Ours,0.1171504046010835,Ours,0.0,tie,-0.05019059720457433,Ours,0.27586206896551724,0.42,0.14413793103448275,2.139816593120024
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_coif1_l2,logreg,,"transform=dwt; wavelet=coif1; level=2; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_dwt_coif1_l2::Teacher::logreg,A_dwt_coif1_l2::Teacher,teacher_hidden_dim_signal,success,,7986x60,99.15501941600814,0.11877952888607979,99.27379894489422,4795,1579,1612,192,48,38,,,,,0.3267663289028925,,,,,0.2522108751125052,0.26812840098249613,0.9571156289707752,0.327683615819209,0.20863309352517986,0.7631578947368421,0.8466361265297934,0.13157894736842105,0.09339263024142312,A_dwt_coif1_l2::Ours::logreg,A_dwt_coif1_l2::Ours,ours_semantic_trace_signal,success,,7986x60,53.342531526926905,0.13038099417462945,53.472912521101534,4795,1579,1612,192,48,38,,,,,0.3552467794924386,,,,,0.2285523521657024,0.24653497278353617,0.9536046278338794,0.27522935779816515,0.2112676056338028,0.39473684210526316,0.6795793486256938,0.18421052631578946,0.10864040660736976,-0.023658522946802762,Teacher,-0.021593428198959957,Teacher,-0.0035110011368957306,Teacher,-0.052454258021043865,Teacher,0.0026345121086229495,Ours,-0.368421052631579,Teacher,-0.16705677790409956,Teacher,0.05263157894736842,Ours,0.015247776365946639,Teacher,0.327683615819209,0.27522935779816515,-0.052454258021043865,1.856525000498499
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_coif2_l2,logreg,,"transform=dwt; wavelet=coif2; level=2; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",failure,Teacher: DWT level 2 is not feasible for length 36 and wavelet 'coif2'; max level is 1; Ours: DWT level 2 is not feasible for length 36 and wavelet 'coif2'; max level is 1,A_dwt_coif2_l2::Teacher::logreg,A_dwt_coif2_l2::Teacher,teacher_hidden_dim_signal,failure,DWT level 2 is not feasible for length 36 and wavelet 'coif2'; max level is 1,,0.04558708402328193,,0.04558708402328193,,,,,,,,,,,,,,,,,,,,,,,,,A_dwt_coif2_l2::Ours::logreg,A_dwt_coif2_l2::Ours,ours_semantic_trace_signal,failure,DWT level 2 is not feasible for length 36 and wavelet 'coif2'; max level is 1,,0.0511470518540591,,0.0511470518540591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8912944611814234
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_db2_l2,logreg,,"transform=dwt; wavelet=db2; level=2; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_dwt_db2_l2::Teacher::logreg,A_dwt_db2_l2::Teacher,teacher_hidden_dim_signal,success,,7986x60,91.77515835012309,0.11734039499424398,91.89249874511734,4795,1579,1612,192,48,38,,,,,0.47410253858944523,,,,,0.27801640913824,0.29497619568833067,0.9588042533270915,0.37037037037037035,0.2857142857142857,0.5263157894736842,0.7472747943556477,0.15789473684210525,0.10101651842439645,A_dwt_db2_l2::Ours::logreg,A_dwt_db2_l2::Ours,ours_semantic_trace_signal,success,,7986x60,54.67154586780816,0.11928268801420927,54.79082855582237,4795,1579,1612,192,48,38,,,,,0.41357515263340855,,,,,0.27586818965765014,0.2940710443738444,0.9558616999933124,0.4,0.2926829268292683,0.631578947368421,0.797365077242025,0.18421052631578946,0.17407878017789072,-0.0021482194805898525,Teacher,-0.0009051513144862633,Teacher,-0.00294255333377913,Teacher,0.029629629629629672,Ours,0.006968641114982577,Ours,0.10526315789473684,Ours,0.05009028288637729,Ours,0.02631578947368421,Ours,0.07306226175349427,Teacher,0.37037037037037035,0.4,0.029629629629629672,1.6771511066217
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_db4_l2,logreg,,"transform=dwt; wavelet=db4; level=2; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_dwt_db4_l2::Teacher::logreg,A_dwt_db4_l2::Teacher,teacher_hidden_dim_signal,success,,7986x60,108.95775537611917,0.12948304694145918,109.08723842306063,4795,1579,1612,192,48,38,,,,,0.28604189181252393,,,,,0.19900546042404535,0.21561692183409178,0.9457132348023808,0.2912621359223301,0.23076923076923078,0.39473684210526316,0.6814853206714372,0.15789473684210525,0.11308767471410419,A_dwt_db4_l2::Ours::logreg,A_dwt_db4_l2::Ours,ours_semantic_trace_signal,success,,7986x60,56.79875633190386,0.11218905611895025,56.91094538802281,4795,1579,1612,192,48,38,,,,,0.32976861096940036,,,,,0.28939700486588793,0.30521206316185856,0.9574834481374974,0.25,0.22,0.2894736842105263,0.6323480238079315,0.18421052631578946,0.102287166454892,0.09039154444184258,Ours,0.08959514132776678,Ours,0.01177021333511663,Ours,-0.04126213592233008,Teacher,-0.010769230769230781,Teacher,-0.10526315789473684,Teacher,-0.04913729686350565,Teacher,0.02631578947368421,Ours,-0.010800508259212194,Ours,0.2912621359223301,0.25,-0.04126213592233008,1.9168059444329417
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_db6_l2,logreg,,"transform=dwt; wavelet=db6; level=2; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",failure,Teacher: DWT level 2 is not feasible for length 36 and wavelet 'db6'; max level is 1; Ours: DWT level 2 is not feasible for length 36 and wavelet 'db6'; max level is 1,A_dwt_db6_l2::Teacher::logreg,A_dwt_db6_l2::Teacher,teacher_hidden_dim_signal,failure,DWT level 2 is not feasible for length 36 and wavelet 'db6'; max level is 1,,0.04910798091441393,,0.04910798091441393,,,,,,,,,,,,,,,,,,,,,,,,,A_dwt_db6_l2::Ours::logreg,A_dwt_db6_l2::Ours,ours_semantic_trace_signal,failure,DWT level 2 is not feasible for length 36 and wavelet 'db6'; max level is 1,,0.05074850097298622,,0.05074850097298622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9676735267619914
paired_wavelet_v2,qwen3-vl-8b,repope,"popular,random,adversarial",20260506,A,A_dwt_haar_l1,logreg,,"transform=dwt; wavelet=haar; level=1; cwt_scales=[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 12.0, 16.0]; threshold=universal_soft; window_mode=global; window_strategy=full; feature_protocol=wavelet_summary_static_pooled; classifier=logreg",success,,A_dwt_haar_l1::Teacher::logreg,A_dwt_haar_l1::Teacher,teacher_hidden_dim_signal,success,,7986x54,74.90567000885494,0.1151148749049753,75.02078488375992,4795,1579,1612,192,48,38,,,,,0.4246288460434298,,,,,0.3343796372871526,0.3508049542317593,0.9636694977596469,0.4339622641509434,0.3382352941176471,0.6052631578947368,0.7883367886042935,0.21052631578947367,0.13024142312579415,A_dwt_haar_l1::Ours::logreg,A_dwt_haar_l1::Ours,ours_semantic_trace_signal,success,,7986x54,55.965193392010406,0.11317658005282283,56.07836997206323,4795,1579,1612,192,48,38,,,,,0.3872426131736929,,,,,0.29471780471033315,0.31505415984596175,0.9600247441984886,0.275,0.2619047619047619,0.2894736842105263,0.6348893198689226,0.21052631578947367,0.144853875476493,-0.039661832576819434,Teacher,-0.035750794385797535,Teacher,-0.0036447535611583426,Teacher,-0.1589622641509434,Teacher,-0.07633053221288516,Teacher,-0.3157894736842105,Teacher,-0.15344746873537085,Teacher,0.0,tie,0.014612452350698857,Teacher,0.4339622641509434,0.275,-0.1589622641509434,1.3377846916936655
